Date,"Linux","Debian","Ubuntu","Red Hat Enterprise Linux","Windows XP","Windows 7","Windows 8","Windows 8.1","Windows Vista","Windows 10"
2017-11-16,5585,1360,501,1222,2215,2872,1374,1018,1431,5035
2017-11-17,4926,1261,451,1074,2088,2680,1292,836,1428,4496
2017-11-18,3939,1085,412,498,1853,2279,1135,749,1190,4034
2017-11-19,4228,1087,407,509,1912,2420,1227,854,1279,4060
2017-11-20,5413,1287,481,1149,2034,2772,1383,1005,1414,4755
2017-11-21,5393,1385,500,1263,2053,2710,1297,919,1327,4690
2017-11-22,5364,1310,528,1132,2012,2726,1257,966,1477,4452
2017-11-23,4859,1171,454,842,2012,2564,1240,901,1389,4445
2017-11-24,4665,1159,380,739,1927,2525,1283,879,1288,4535
2017-11-25,4244,1014,340,446,1828,2135,1109,845,1114,4163
2017-11-26,4810,1062,338,494,2171,3142,2228,1397,1647,6071
2017-11-27,5425,1332,539,1154,2083,2915,1405,1002,1382,4978
2017-11-28,5458,1327,617,1272,2109,2913,1520,988,1420,5190
2017-11-29,5538,1331,549,1184,2075,2863,1426,917,1367,4717
2017-11-30,5345,1295,470,1083,2099,2650,1348,912,1358,4536
2017-12-01,4756,1134,454,920,2125,2466,1301,915,1225,4454
2017-12-02,3725,1605,373,397,1748,2253,1084,804,1138,3928
2017-12-03,3813,1042,367,489,1759,2422,1253,957,1087,3926
2017-12-04,5551,1378,449,1156,1983,2641,1365,898,1296,5262
2017-12-05,5618,1380,487,1130,2069,2816,1271,882,1295,4807
2017-12-06,5153,1290,506,1146,1987,2578,1347,864,1279,5298
2017-12-07,5128,1279,466,1133,1972,2669,1361,922,1313,4618
2017-12-08,4719,1129,454,973,1773,2308,1156,820,1201,4279
2017-12-09,3852,1018,332,444,1654,2065,1004,753,1041,3701
2017-12-10,3823,1053,358,488,1754,2204,1083,808,1110,3988
2017-12-11,4982,1275,432,1155,1983,2410,1207,907,1272,4389
2017-12-12,4939,1312,451,1071,1912,2723,1313,911,1303,4573
2017-12-13,4926,1254,432,1128,1975,2486,1269,909,1172,4725
2017-12-14,4629,1175,423,1042,1886,2299,1193,868,1221,4439
2017-12-15,4114,1193,378,946,1780,2165,1155,811,1196,4049
2017-12-16,3466,897,361,445,1583,1881,943,675,962,3349
2017-12-17,3577,1026,358,431,1553,1956,1115,851,1049,3581
2017-12-18,4480,1297,422,982,1877,2336,1236,832,1224,4107
2017-12-19,4602,1177,377,990,2006,2398,1309,814,1246,4122
2017-12-20,4377,1295,446,1088,1847,2323,1176,852,1164,4239
2017-12-21,4208,1144,425,950,1899,2239,1268,891,1151,4059
2017-12-22,3515,1023,356,636,1592,2061,1065,749,1100,3486
2017-12-23,3004,888,310,332,1345,1832,937,678,972,3365
2017-12-24,2756,880,323,310,1417,1795,922,675,913,3211
2017-12-25,2976,945,314,350,1441,1838,945,710,976,3435
2017-12-26,3776,1075,440,586,1907,2181,1258,924,1273,4093
2017-12-27,4279,1119,420,667,1834,2208,1247,942,1191,4054
2017-12-28,5241,1236,428,675,1792,2399,1216,884,1173,3942
2017-12-29,4373,1149,387,504,1693,2221,1192,859,1139,3798
2017-12-30,3140,1061,310,306,1501,2006,980,744,993,3443
2017-12-31,2925,958,334,305,1410,1723,936,734,935,3168
2018-01-01,3135,895,302,300,1502,2224,940,792,946,3374
2018-01-02,4410,1389,448,861,1813,2501,1260,931,1210,4220
2018-01-03,5539,1364,483,1085,2010,2693,1295,960,1317,4488
2018-01-04,5116,1422,486,1180,1936,2628,1259,1044,1256,4705
2018-01-05,4580,1286,472,1011,1871,2483,1201,1015,1279,4415
2018-01-06,3630,2274,403,464,1661,2129,1594,867,1634,3910
2018-01-07,3993,1141,431,540,1692,2256,1162,861,1202,3804
2018-01-08,5069,1422,514,1254,1902,2712,1215,995,1309,4433
2018-01-09,5816,1428,503,1261,2007,2849,1439,1154,1336,4788
2018-01-10,6414,1458,538,1333,2030,2916,1471,1213,1436,4806
2018-01-11,5615,1490,544,1290,2212,2922,1400,1132,1465,4559
2018-01-12,4802,1329,557,1006,1867,2567,1251,968,1297,4351
2018-01-13,3747,1121,436,493,1645,2278,1159,887,1296,3985
2018-01-14,3732,1049,471,482,1661,2128,1143,880,1228,3961
2018-01-15,4754,1377,505,941,2013,2605,1276,1081,1363,4594
2018-01-16,5337,1439,557,1186,2078,2958,1556,1216,1370,4854
2018-01-17,6386,1575,571,1205,1962,2929,1321,1131,1474,4783
2018-01-18,5318,1698,587,1240,2030,2830,1347,1021,1428,4755
2018-01-19,5026,1603,549,1151,2006,2663,1339,1130,1369,4610
2018-01-20,3770,1422,463,495,1641,2294,1122,846,1137,4115
2018-01-21,4053,1265,445,503,2219,2577,1254,956,1217,4050
2018-01-22,5594,1539,614,1268,2229,2952,1407,1006,1359,4645
2018-01-23,5766,1538,586,1252,2102,2850,1314,1021,1386,4833
2018-01-24,5370,1518,632,1297,2052,2884,1361,1019,1354,4833
2018-01-25,5243,1363,561,1270,2047,2796,1387,1063,1428,4833
2018-01-26,4662,1343,541,999,1813,2555,1226,960,1251,4436
2018-01-27,3743,1176,449,481,1675,2286,1169,861,1117,3954
2018-01-28,3968,1148,517,506,1635,2331,1273,947,1138,3930
2018-01-29,5102,1377,641,1190,2289,3091,1844,1022,1477,4792
2018-01-30,5168,1430,572,1323,2294,2826,1402,1016,1589,4994
2018-01-31,5169,1421,567,1308,2094,2721,1365,974,1494,4580
2018-02-01,5279,1487,523,1336,2057,2800,1320,1041,1405,4890
2018-02-02,4742,1286,538,1150,2026,2901,1327,1092,1348,4784
2018-02-03,4504,1083,419,508,2062,3318,2103,1354,1594,5918
2018-02-04,4051,1712,401,503,1627,2419,1205,915,1220,4301
2018-02-05,5415,1294,566,1263,2126,2752,1294,972,1701,4828
2018-02-06,5509,1360,573,1244,2187,2894,1480,1126,1554,4970
2018-02-07,5387,1413,578,1299,2100,3077,1299,978,1378,4852
2018-02-08,5143,1386,582,1255,2108,2937,1318,960,1421,4840
2018-02-09,4713,1246,604,1083,1933,3019,1352,944,1309,4532
2018-02-10,3637,1105,452,461,1671,2153,1151,897,1127,3854
2018-02-11,5019,1081,520,498,1985,3108,2128,1350,1626,6324
2018-02-12,5057,1300,624,1142,1999,2769,1379,1004,1359,4821
2018-02-13,4870,1302,592,1236,2079,2834,1506,1108,1400,4901
2018-02-14,4557,1301,805,1268,2227,3913,3418,989,1651,4743
2018-02-15,4765,1451,599,1208,2045,2865,1329,989,1280,4861
2018-02-16,4541,1283,543,1047,1804,2488,1342,975,1276,4470
2018-02-17,3726,1108,414,507,1589,2197,1045,799,1545,3792
2018-02-18,3793,1134,468,458,1950,2597,1288,887,1156,4044
2018-02-19,4948,1298,559,1043,1993,2795,1349,1065,1422,5013
2018-02-20,5171,1417,539,1244,2177,2882,1405,1059,1357,4912
2018-02-21,5160,1380,566,1235,2167,2877,1360,1011,1379,4534
2018-02-22,5104,1356,605,1198,2178,2770,1484,1110,1546,4699
2018-02-23,4696,1322,512,1115,2014,2752,1254,969,1559,4340
2018-02-24,3696,1086,503,539,1729,2190,1067,823,1080,3951
2018-02-25,3931,1107,474,519,1802,2323,1173,874,1168,3957
2018-02-26,5328,1348,613,1171,2250,2844,1416,1051,1513,4743
2018-02-27,5518,1426,703,1277,2168,2762,1414,1113,1486,4687
2018-02-28,5519,1345,679,1267,2154,2777,1345,1015,1363,4786
2018-03-01,5022,1254,557,1135,2458,3211,1610,1010,1351,4912
2018-03-02,4474,1204,533,1096,1929,2492,1128,896,1183,4385
2018-03-03,3764,1095,436,734,2179,2753,1367,1001,1117,4248
2018-03-04,3722,1053,430,506,1885,2390,1252,932,1188,4272
2018-03-05,4769,1310,524,1180,2058,2688,1458,1024,1320,4582
2018-03-06,5212,1388,586,1212,2282,2742,1516,1020,1340,4837
2018-03-07,5071,1345,535,1251,2104,2698,1389,998,1313,4953
2018-03-08,4910,1316,451,1183,2042,2599,1376,991,1288,5114
2018-03-09,4659,1288,455,1061,1953,2549,1239,962,1243,6499
2018-03-10,3958,1234,409,488,1861,2292,1112,930,1181,4194
2018-03-11,3900,1176,407,498,1717,2229,1137,877,1191,4110
2018-03-12,5133,1485,537,1232,2059,2769,1450,1122,1353,4825
2018-03-13,5108,1420,546,1324,2193,2736,1455,1061,1418,5105
2018-03-14,6168,1392,519,1224,2581,2791,1432,1036,1980,5314
2018-03-15,5334,1373,543,1193,2092,2926,1365,981,1369,4776
2018-03-16,4652,1312,499,1017,1867,2596,1310,1051,1277,4599
2018-03-17,3684,1148,438,496,1701,2049,1128,896,1103,4053
2018-03-18,3728,1055,367,498,1657,2080,1116,854,1135,4052
2018-03-19,5168,1293,475,1127,1849,2539,1286,977,1254,4897
2018-03-20,5839,1286,539,1309,2014,2718,1458,1082,1369,4987
2018-03-21,5131,1305,551,1299,1987,2605,1306,975,1411,4897
2018-03-22,4977,1277,495,1257,1968,2533,1262,957,1313,4632
2018-03-23,4525,1269,431,1064,1809,2219,1124,903,1183,4627
2018-03-24,3732,1035,343,459,1565,2012,1537,847,1094,4016
2018-03-25,3768,1087,351,521,1570,2083,1109,919,1141,3860
2018-03-26,4851,1333,463,1189,1905,2360,1153,978,1273,4714
2018-03-27,5005,1333,478,1293,2446,2528,1220,1021,1343,4760
2018-03-28,4942,1361,490,1209,1867,2465,1192,980,1325,4777
2018-03-29,5607,1246,444,1056,1737,2366,1188,946,1274,4694
2018-03-30,4078,1240,358,730,1664,2098,1146,844,1205,4295
2018-03-31,3601,994,352,456,1516,1979,1037,893,1154,3776
2018-04-01,3588,1112,392,452,1524,2976,2050,819,1212,3880
2018-04-02,4921,1309,462,875,1828,2460,1214,923,1387,4718
2018-04-03,5165,1380,476,1169,1987,2592,1286,1045,1404,5112
2018-04-04,5092,1291,466,1271,1837,2483,1325,1019,1387,4978
2018-04-05,4853,1340,523,1214,1729,2581,1310,913,1254,4978
2018-04-06,4245,1223,478,1112,1780,2484,1186,893,1126,4587
2018-04-07,3624,1019,366,724,1492,2337,1481,756,1069,3956
2018-04-08,3761,1057,382,443,1491,1910,1051,773,960,4174
2018-04-09,5564,1299,550,1170,2225,2483,1284,1015,1301,5465
2018-04-10,4875,1266,529,1568,1952,2385,1252,957,1252,6635
2018-04-11,5029,1360,562,1740,1957,2576,1376,1020,1323,6152
2018-04-12,4917,1408,542,1432,1965,2500,1286,1090,1305,5670
2018-04-13,4401,1173,493,1077,1777,2241,1181,881,1184,4942
2018-04-14,3338,956,418,488,1446,1923,1061,753,992,3982
2018-04-15,3515,1028,409,515,1573,2044,1008,812,1105,4124
2018-04-16,4820,1341,518,1309,1820,2434,1341,1011,1342,5122
2018-04-17,5178,1359,536,1368,1923,2558,1218,967,1255,5080
2018-04-18,4988,1339,552,1267,1837,2440,1311,957,1332,4911
2018-04-19,4682,1364,520,1179,1801,2455,1101,861,1209,4645
2018-04-20,4320,1234,502,993,1749,2114,1058,832,1116,4358
2018-04-21,3404,966,447,464,1507,1804,963,773,1039,3758
2018-04-22,3674,988,435,413,1502,1891,989,729,1485,5313
2018-04-23,4692,1302,593,1280,1747,2184,1164,938,1148,4857
2018-04-24,4899,1272,634,1295,1675,2225,1182,873,1061,5101
2018-04-25,4736,1301,641,1162,1872,2503,1172,950,1270,4977
2018-04-26,4643,1334,926,1224,1869,2325,1160,846,1206,4707
2018-04-27,5379,1317,856,1050,2108,2960,2099,1377,1531,6368
2018-04-28,3330,1057,693,469,1345,1710,858,724,1064,3985
2018-04-29,3314,1049,626,494,1432,1716,965,815,1002,4214
2018-04-30,4562,1238,605,1094,1766,2315,1096,885,1191,7630
2018-05-01,4374,1323,582,1019,1995,2260,1195,913,1276,6902
2018-05-02,4556,1264,641,1272,1867,2242,1147,847,1269,5797
2018-05-03,4524,1299,565,1336,1831,2313,1165,857,1196,5447
2018-05-04,4318,1256,484,1152,1680,2180,1151,916,1176,4814
2018-05-05,4238,1032,369,442,1366,1658,938,769,968,4034
2018-05-06,4234,956,432,455,1802,1810,906,734,949,3972
2018-05-07,4640,1197,516,1186,1749,2128,1101,847,1192,4930
2018-05-08,4880,1306,534,1181,1770,2265,1158,932,1194,5176
2018-05-09,4627,1338,530,1262,1828,2425,1191,898,1288,5189
2018-05-10,4386,1282,533,1191,1650,2401,1106,905,1189,5024
2018-05-11,4152,1165,552,1059,1617,2140,1043,839,1200,4281
2018-05-12,3860,990,585,482,1506,1845,912,798,1000,3882
2018-05-13,4615,977,475,410,1519,1844,967,795,1038,3789
2018-05-14,4819,1270,575,1237,1825,2314,1081,866,1173,4508
2018-05-15,4942,1250,545,1278,2563,2397,1214,911,1396,4686
2018-05-16,4772,1220,528,1220,1962,2599,1301,909,1293,5023
2018-05-17,4585,1249,508,1205,1876,2456,1168,899,1228,4537
2018-05-18,4285,1207,421,1034,1882,2802,1051,874,1333,4077
2018-05-19,3355,942,363,394,1498,1920,1012,767,967,3784
2018-05-20,3662,1029,488,399,1562,2051,956,736,985,3698
2018-05-21,4635,1222,485,1044,1822,2448,1184,881,1183,4563
2018-05-22,4694,1310,468,1215,1907,2708,1233,869,1296,4888
2018-05-23,4827,1300,484,1266,4044,2828,1375,1033,1540,4748
2018-05-24,4647,1097,494,1186,1896,2543,1228,903,1244,4862
2018-05-25,4326,1109,458,990,1795,2379,1106,813,1099,4405
2018-05-26,3369,846,347,394,1376,2165,983,776,900,3772
2018-05-27,3427,882,438,387,1574,2031,1039,730,980,3565
2018-05-28,4228,1090,492,834,1830,2306,1149,854,1153,4352
2018-05-29,4555,1081,500,1109,1921,2537,1152,839,1239,5461
2018-05-30,4499,1262,501,1156,1829,2459,1278,877,1193,4459
2018-05-31,5221,1096,451,1062,1881,2581,1221,947,1197,4348
2018-06-01,4032,1070,428,1050,1812,2400,1054,828,1106,4188
2018-06-02,3213,958,381,417,1605,2034,971,670,989,3580
2018-06-03,3480,876,456,400,1561,2038,1065,776,1024,3706
2018-06-04,5623,1276,553,1128,1901,2546,1245,922,1292,4406
2018-06-05,4948,1190,497,1202,1910,2551,1229,892,1225,4484
2018-06-06,4687,1324,547,1299,1810,2670,1215,920,1235,4623
2018-06-07,4789,1264,456,1248,1844,2665,1339,933,1148,4729
2018-06-08,4361,1178,464,1065,2008,2563,1232,945,1147,4709
2018-06-09,3576,877,343,453,1493,1927,1046,743,906,3860
2018-06-10,3446,975,375,424,1601,2033,1075,820,1068,3823
2018-06-11,4572,1140,502,1107,1782,2493,1246,852,1173,4827
2018-06-12,4676,1228,450,1238,1970,2542,1141,984,1202,4772
2018-06-13,4526,1223,470,1251,2077,2688,1262,996,1284,4875
2018-06-14,4231,1161,413,1186,1888,2530,1170,893,1224,4609
2018-06-15,3911,1039,371,899,1646,2056,1049,783,1042,4125
2018-06-16,3055,952,277,362,1442,1939,1006,771,1004,3406
2018-06-17,3228,900,352,394,1458,1959,984,736,991,3400
2018-06-18,4432,1159,407,1060,1763,2444,1180,881,1184,4244
2018-06-19,4569,1150,405,1273,1932,2880,1302,912,1299,4536
2018-06-20,4576,1127,335,1300,1855,2666,1406,832,1198,4479
2018-06-21,4678,1117,353,1291,1878,2640,1160,888,1156,4340
2018-06-22,4227,1001,338,1058,1682,2293,1166,811,1113,4140
2018-06-23,3629,868,245,432,1564,2162,1130,825,969,3417
2018-06-24,3427,954,303,396,1808,2199,1192,856,1011,3739
2018-06-25,4847,1160,374,1275,2184,2723,1293,979,1172,4357
2018-06-26,7093,1187,421,1341,2054,2835,1359,983,1227,4527
2018-06-27,10989,1116,425,1198,2107,2737,1327,1020,1287,4432
2018-06-28,8543,1118,396,1189,1881,2640,1259,857,1262,4244
2018-06-29,6983,1015,398,1010,1785,2628,1225,897,1196,4132
2018-06-30,4956,2092,302,442,1592,2269,1081,776,1060,3547
2018-07-01,4971,1442,287,408,1690,2485,1753,742,1313,3751
2018-07-02,5381,1157,329,1172,1769,2637,1197,838,1169,4151
2018-07-03,5486,1199,328,1067,1808,2705,1212,820,1283,4234
2018-07-04,5185,1100,331,932,1902,2747,1328,915,1238,4358
2018-07-05,5872,2350,347,1053,2247,3479,1242,930,1231,6042
2018-07-06,5272,1122,351,982,1833,2410,1114,765,1187,3708
2018-07-07,3733,887,285,396,1437,2010,882,692,965,3278
2018-07-08,4077,926,256,449,1593,2071,1058,717,1147,3644
2018-07-09,5131,1159,422,1102,1994,2630,1258,849,1347,4185
2018-07-10,6137,1207,432,1216,2112,3678,2269,1340,1841,6229
2018-07-11,5368,1188,402,1148,2000,2803,1281,983,1295,4593
2018-07-12,5360,1161,391,1212,2002,2721,1307,847,1204,4433
2018-07-13,4524,1085,306,1083,1669,2265,1126,927,1175,4014
2018-07-14,3982,919,321,435,1522,2048,991,779,1027,3377
2018-07-15,3658,877,319,425,1551,2174,1112,757,1050,3513
2018-07-16,5042,1178,397,1158,1834,2535,1290,938,1329,4239
2018-07-17,5216,1213,396,1207,6915,4454,1884,1697,3807,7839
2018-07-18,6160,1277,453,1226,1900,2629,1277,937,1259,4286
2018-07-19,6048,1254,422,1271,1755,2496,1174,908,1219,4295
2018-07-20,5475,1139,338,1059,1716,3162,2219,1420,1605,5765
2018-07-21,4163,892,288,468,1527,2170,1072,913,1210,3535
2018-07-22,4913,953,278,444,1636,2073,1013,831,1095,3614
2018-07-23,5023,1302,385,1177,1941,2637,1270,962,1367,4349
2018-07-24,5452,1253,407,1161,1835,2584,1329,973,1391,4364
2018-07-25,5562,1289,481,1296,1956,2577,1242,929,1338,4494
2018-07-26,5406,1126,401,1237,1847,2477,1243,903,1225,4245
2018-07-27,4926,1096,444,954,1820,2502,1256,877,1291,4059
2018-07-28,3784,920,389,462,1711,2109,1031,819,1193,3759
2018-07-29,4083,1038,426,523,2110,3126,2156,894,1670,4557
2018-07-30,5227,1803,526,1213,1818,2476,1270,987,1231,4377
2018-07-31,5443,1248,542,1198,2042,2797,1344,1110,1360,4751
2018-08-01,4843,1179,456,1172,2273,2653,1236,963,1248,4569
2018-08-02,4773,1170,525,1145,1905,2605,1354,948,1306,4661
2018-08-03,4731,1063,517,1020,1748,2390,1108,860,1174,4228
2018-08-04,3744,1071,367,392,1840,2048,1103,823,1075,3846
2018-08-05,3513,862,387,394,1911,2093,992,742,1101,3605
2018-08-06,4802,1196,493,1100,1991,2536,1285,1002,1261,4940
2018-08-07,5280,1212,506,1237,1996,2690,1318,1004,1382,5038
2018-08-08,5682,1226,441,1251,1815,2553,1228,868,1217,4520
2018-08-09,4563,1136,399,1053,1827,2466,1191,888,1327,4196
2018-08-10,4529,1073,402,984,1805,2303,1231,884,1500,3946
2018-08-11,3558,891,278,403,1519,2034,941,775,1294,3397
2018-08-12,3683,897,284,452,1491,2042,1014,801,1053,3670
2018-08-13,5389,1254,407,1098,1991,2479,1207,903,1257,4235
2018-08-14,4722,1179,466,1214,1855,2465,1178,883,1157,4288
2018-08-15,4686,1177,406,1053,1792,2442,1227,891,1212,4300
2018-08-16,4694,1768,418,1256,1858,2430,1219,928,1243,4441
2018-08-17,4254,1439,379,987,1860,2395,1163,920,1273,4004
2018-08-18,3470,1010,331,442,1461,1979,958,749,1045,3421
2018-08-19,3694,989,278,411,1669,2012,979,795,1090,5181
2018-08-20,4748,1290,475,1184,1690,2229,1105,909,1106,4092
2018-08-21,4828,1237,450,1178,1783,2280,1239,929,1251,4222
2018-08-22,5035,2518,445,1234,1920,3196,1203,936,1294,4449
2018-08-23,5281,1242,426,1238,1906,2404,1242,981,1377,4305
2018-08-24,4657,1219,457,1110,2355,2316,1273,973,1378,4271
2018-08-25,4316,926,313,480,1602,1830,977,792,1055,3555
2018-08-26,4675,935,327,491,1693,1936,1052,830,1081,3696
2018-08-27,5096,1210,491,1152,1960,2447,1282,986,1246,4298
2018-08-28,5383,1254,373,1273,1986,2536,1259,963,1284,4448
2018-08-29,6014,1281,420,1298,1848,2559,1304,988,1276,4572
2018-08-30,6064,1174,382,1278,1843,2332,1306,903,1343,4410
2018-08-31,4568,1225,365,1015,1601,2097,1080,793,1062,4345
2018-09-01,4432,975,295,388,1388,1855,978,717,1021,3451
2018-09-02,3688,935,314,419,1566,1993,1086,805,1030,3587
2018-09-03,4750,1102,358,839,1826,2193,1193,839,1166,3953
2018-09-04,5449,1223,426,1241,2200,2365,1212,942,1264,6038
2018-09-05,9945,1306,425,1315,1880,2565,1329,991,1254,4517
2018-09-06,8288,1387,484,1285,2105,2593,1327,1023,1392,4480
2018-09-07,6840,1203,387,1174,1862,2457,1237,1001,1248,4342
2018-09-08,4419,920,426,436,1574,2134,1087,836,1127,3754
2018-09-09,4487,1011,329,418,1755,2511,1270,973,1153,3872
2018-09-10,5840,1376,499,1222,2004,2816,1313,986,1269,4698
2018-09-11,6062,1404,446,1262,2015,2558,1316,959,1330,4580
2018-09-12,5497,1274,501,1266,1987,2640,1211,991,1391,4809
2018-09-13,5078,1212,433,1167,1868,2457,1184,954,1270,4422
2018-09-14,4785,1129,388,1073,1815,2394,1268,910,1151,4147
2018-09-15,3900,899,678,456,1445,1992,962,780,1026,3633
2018-09-16,3954,961,1152,461,1451,1995,996,820,1046,3572
2018-09-17,7758,1234,1485,1282,1964,2552,1207,953,1225,4456
2018-09-18,6819,1253,1746,1266,1931,2537,1166,937,1711,4497
2018-09-19,5687,1361,1965,1340,1989,2607,1230,959,1295,4647
2018-09-20,5687,1447,2012,1211,2088,2617,1262,948,1254,4447
2018-09-21,5090,1243,1844,1090,1820,2327,1150,851,1222,4312
2018-09-22,4293,976,1485,438,1560,1939,951,744,1013,3774
2018-09-23,4581,1082,1651,443,1602,2028,1094,830,1081,3595
2018-09-24,5965,1205,2080,1123,1973,2542,1328,974,1241,4482
2018-09-25,6074,1293,2151,1292,2070,2544,1201,940,1316,4730
2018-09-26,7799,1229,2133,1292,1922,2476,1270,953,1294,4601
2018-09-27,6157,1324,2031,1260,2012,2469,1244,932,1263,4726
2018-09-28,5060,1066,1810,980,1789,2268,1096,838,1087,4183
2018-09-29,3950,945,1416,452,1488,1889,969,875,976,3531
2018-09-30,5348,1338,1439,453,1560,2042,1066,796,1095,3825
2018-10-01,6543,1233,2029,1135,1899,2379,1204,898,1290,5037
2018-10-02,5670,1130,2048,1210,1927,2503,1312,959,1311,5677
2018-10-03,6272,1203,2001,1218,2000,2419,2318,918,1389,7499
2018-10-04,5955,1141,2049,1179,2022,2318,1252,908,1293,6150
2018-10-05,4771,1055,1865,996,1862,2198,1193,867,1191,5058
2018-10-06,3654,891,1610,467,1593,2043,2035,796,1111,4507
2018-10-07,3861,978,1580,425,1573,1938,999,857,1085,4250
2018-10-08,4985,1277,1944,1069,1902,2346,1189,977,1172,4962
2018-10-09,5450,1243,2022,1215,2021,2482,1180,945,1232,5283
2018-10-10,5544,1192,2061,1505,2226,2661,1328,1099,1338,5536
2018-10-11,5185,1214,1930,1200,2325,2499,1330,1010,1451,5183
2018-10-12,4467,1098,1763,1023,2090,2437,1244,996,1257,4835
2018-10-13,3813,943,1524,439,1556,1921,973,813,1044,4146
2018-10-14,4118,940,1587,453,1598,2095,1074,857,1122,4118
2018-10-15,4731,1095,2041,1144,1887,2400,1164,928,1317,4632
2018-10-16,6701,1219,2119,1326,2266,2680,1331,1061,1386,4976
2018-10-17,4878,1212,2119,1214,2028,2404,1230,887,1251,4750
2018-10-18,5046,1201,2328,1149,2021,2361,1129,884,1229,4497
2018-10-19,4626,1152,2145,1048,1844,2121,1027,752,1104,4264
2018-10-20,4103,914,1673,473,1619,1999,975,737,1064,3756
2018-10-21,3955,951,1602,498,1547,2007,986,792,1032,3900
2018-10-22,5502,1247,2152,1323,1981,2596,1238,893,1389,4646
2018-10-23,5657,1414,2163,1247,2012,2515,1147,868,1333,5474
2018-10-24,5279,1197,2087,1269,1968,2436,1196,857,1254,5891
2018-10-25,5393,1172,2104,1279,12989,4004,2355,1977,2773,7723
2018-10-26,4663,1203,1875,1104,2170,2372,1164,893,1212,5581
2018-10-27,3635,873,1527,494,1551,1903,984,788,952,4909
2018-10-28,4664,1190,1713,1991,1612,1943,962,756,948,3628
2018-10-29,7420,1930,2801,5754,1882,2396,1216,918,1255,5496
2018-10-30,6087,1511,2295,2955,1950,2414,1086,867,1273,5702
2018-10-31,4883,1309,2010,1994,1846,2116,1115,795,1186,5623
2018-11-01,5004,1221,1953,1689,1783,2230,1159,876,1127,5811
2018-11-02,4605,1216,1721,1418,1810,2136,1108,889,1172,5686
2018-11-03,3394,1023,1528,662,1482,1824,940,801,947,4962
2018-11-04,3531,1031,1481,626,1483,1816,981,819,1035,5214
2018-11-05,4657,1207,1982,1402,1814,2210,1173,917,1140,5950
2018-11-06,4372,1337,1911,1371,1869,2238,1135,872,1239,5732
2018-11-07,4598,1142,1713,1372,1697,2088,1029,844,1150,5490
2018-11-08,4619,1180,1767,1390,1756,2249,1150,875,1204,6316
2018-11-09,4312,1168,1759,1126,1745,2245,1042,790,1111,5605
2018-11-10,4324,989,1390,539,1723,1855,1045,823,1050,5101
2018-11-11,4065,1051,1358,558,1610,1879,994,788,1050,5132
2018-11-12,5569,1280,1767,1292,1914,2257,1155,820,1268,5755
2018-11-13,6791,1375,1776,1370,1973,2372,2273,933,1316,6210
2018-11-14,6392,1186,1809,1416,2050,2508,1214,938,1580,6834
2018-11-15,5066,1215,1912,1693,2022,2365,1113,875,1235,6212
2018-11-16,4399,1342,1845,1523,1819,2186,1083,893,1119,5770
2018-11-17,3522,959,1434,708,1691,2332,1205,997,1627,5146
2018-11-18,4079,1028,1392,696,2118,2766,1556,1298,2341,5997
2018-11-19,4683,2419,1800,1364,2311,2776,1443,1291,1946,6506
2018-11-20,4709,1232,1791,1417,2074,2505,1347,1216,1569,6167
2018-11-21,4596,1130,1797,1225,1903,3104,1180,1006,1360,5895
2018-11-22,5407,1151,1625,1110,1778,2332,1140,835,1282,5650
2018-11-23,4383,1158,1607,1043,1745,2204,1021,846,1230,5662
2018-11-24,4182,993,1331,474,1546,1903,1049,780,1103,5200
2018-11-25,3722,901,1301,482,1568,1857,965,822,1099,5150
2018-11-26,4984,1239,1891,1287,1828,2307,1117,915,1225,5943
2018-11-27,4691,1206,1907,1567,2172,2438,1160,885,1367,5909
2018-11-28,4710,1163,1823,1479,1925,2306,1193,941,1363,6012
2018-11-29,4598,1316,1840,1392,2032,2283,1153,904,1290,5873
2018-11-30,5122,1097,1667,1119,1796,2128,1077,811,1089,5481
2018-12-01,3573,2132,1380,553,1553,1901,926,709,1463,4961
2018-12-02,3732,1009,1344,595,1575,1893,984,756,1128,5058
2018-12-03,5002,1209,1746,1348,1752,2250,1094,889,1158,5806
2018-12-04,5393,1224,1765,1512,1797,2298,1143,885,1246,5859
2018-12-05,4862,1219,1709,1393,1825,2336,1248,994,1267,5869
2018-12-06,5124,1157,1696,1320,1716,2362,1756,1067,1156,5966
2018-12-07,5306,1078,1577,1162,1740,2143,1043,891,1132,5466
2018-12-08,3728,901,1352,571,1832,1800,1914,783,1443,4801
2018-12-09,4517,1000,1348,501,1938,2672,962,807,1429,5181
2018-12-10,4984,1374,2153,1313,1798,2207,1068,864,1259,5590
2018-12-11,5676,1277,1846,1330,2314,2371,1176,873,1435,5751
2018-12-12,4743,1200,2388,1303,2063,2341,1205,879,1310,5826
2018-12-13,5224,1150,1745,1303,2040,2269,1147,887,1266,5761
2018-12-14,5256,1069,1516,1149,1935,2163,1153,950,1226,5512
2018-12-15,3941,919,1346,458,1676,1878,987,841,1070,4819
2018-12-16,3929,975,1400,440,1750,1984,1017,913,1112,4988
2018-12-17,4389,1175,1669,1027,1748,2223,1052,884,1099,5679
2018-12-18,4514,3536,1619,1270,1723,2260,1001,854,1607,5498
2018-12-19,5121,1118,1670,1153,2089,2276,1158,949,1169,5603
2018-12-20,11087,2343,3856,1199,2089,2321,1041,861,1157,5677
2018-12-21,5643,987,1394,811,1450,1985,932,747,1000,4978
